#BioGRIDInteractionID	EntrezGeneID_InteractorA	EntrezGeneID_InteractorB	BioGRIDID_InteractorA	BioGRIDID_InteractorB	SystematicName_InteractorA	SystematicName_InteractorB	OfficialSymbol_InteractorA	OfficialSymbol_InteractorB	Synonyms_InteractorA	Synonyms_InteractorB	ExperimentalSystem	ExperimentalSystemType	Author	PublicationSource	OrganismID_InteractorA	OrganismName_InteractorA	OrganismID_InteractorB	OrganismName_InteractorB	Throughput	Score	Modification	Qualifications	Tags	SourceDatabase	SWISSPROTAccessions_InteractorA	TREMBLAccessions_InteractorA	REFSEQAccessions_InteractorA	SWISSPROTAccessions_InteractorB	TREMBLAccessions_InteractorB	REFSEQAccessions_InteractorB	OntologyTermIDs	OntologyTermNames	OntologyTermCategories	OntologyTermQualifierIDs	OntologyTermQualifierNames	OntologyTermTypes
2657677	1489680	379	4383945	106874	SARS-CoV-1ab-nsp7ab	-	nsp7ab	ARL4D	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	ARF4L|ARL6	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	P49703	-	NP_001652	-	-	-	-	-	-
2657678	1489680	54535	4383949	120022	SARS-CoV-1ab-nsp12ab	XXbac-BCX101P6.10-002	nsp12ab	CCHCR1	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	C6orf18|HCR|SBP	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q8TD31	B0S7V6|Q2TB68|M1T2K8|Q769H0	NP_001099034|NP_061925|NP_001099033	-	-	-	-	-	-
2657679	1489680	81889	4383947	123622	SARS-CoV-1ab-nsp9ab	AC012180.10-002	nsp9ab	FAHD1	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA	C16orf36|YISKL	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q6P587	-	NP_001135870|NP_001018114|NP_112485	-	-	-	-	-	-
2657680	1489680	28969	4383946	118793	SARS-CoV-1ab-nsp8ab	HSPC028	nsp8ab	BZW2	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	MST017|MSTP017	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	Q9Y6E2	A0A024RA42	NP_001153239|NP_054757	-	-	-	-	-	-
2657681	1489680	57727	4383945	121747	SARS-CoV-1ab-nsp7ab	RP11-465L10.6	nsp7ab	NCOA5	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	CIA|bA465L10.6	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q9HCD5	-	NP_066018	-	-	-	-	-	-
2657682	1489670	710	4383918	107171	SARS-CoV-3b	-	ORF3b	SERPING1	3b|ns3b|X2|SARS-CoV sars3b|ORF3b|SARS-CoV ORF3b|X2|NS3B_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59633	-	NP_828853	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657683	1489670	213	4383918	106715	SARS-CoV-3b	GIG20	ORF3b	ALB	3b|ns3b|X2|SARS-CoV sars3b|ORF3b|SARS-CoV ORF3b|X2|NS3B_CVHSA	ANALBA|FDAH|PRO0883|PRO0903|PRO1341	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59633	-	NP_828853	P02768	-	NP_000468	-	-	-	-	-	-
2657684	1489680	7531	4383945	113363	SARS-CoV-1ab-nsp7ab	-	nsp7ab	YWHAE	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	14-3-3E|HEL2|KCIP-1|MDCR|MDS	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	P62258	V9HW98	NP_006752	-	-	-	-	-	-
2657685	1489675	710	4383921	107171	SARS-CoV-7b	-	ORF7b	SERPING1	7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TFA1	-	NP_849175	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657686	1489680	4140	4383950	110310	SARS-CoV-1ab-nsp13ab	-	nsp13ab	MARK3	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	CTAK1|KP78|PAR1A|Par-1a	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	P27448	Q86U11	NP_001122391|NP_002367|NP_001122390|NP_001122393|NP_001122392	-	-	-	-	-	-
2657687	1489680	2023	4383947	108338	SARS-CoV-1ab-nsp9ab	-	nsp9ab	ENO1	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA	ENO1L1|MPB1|NNE|PPH	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	P06733	A0A024R4F1|E2DRY6	NP_001188412|NP_001419	-	-	-	-	-	-
2657688	1489680	2011	4383950	108326	SARS-CoV-1ab-nsp13ab	-	nsp13ab	MARK2	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	EMK-1|EMK1|PAR-1|Par-1b|Par1b	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	Q7KZI7	A8K2S4|E9PC69	NP_001156768|NP_001034558|NP_004945|NP_001156769|NP_059672	-	-	-	-	-	-
2657689	1489680	81926	4383941	123627	SARS-CoV-1ab-nsp3ab	-	nsp3ab	ABHD17A	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|R1AB_CVHSA	C19orf27|FAM108A1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828862	Q96GS6	-	NP_001123583|NP_112490	-	-	-	-	-	-
2657690	1489680	5204	4383949	111226	SARS-CoV-1ab-nsp12ab	-	nsp12ab	PFDN5	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	MM-1|MM1|PFD5	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q99471	-	NP_665904|NP_002615	-	-	-	-	-	-
2657691	1489673	10540	4383919	115794	SARS-CoV-6	-	ORF6	DCTN2	6|ns6|X3|SARS-CoV sars6|ORF6|SARS-CoV ORF6|X3|NS6_CVHSA	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59634	-	NP_828856	Q13561	V9HW58	NP_001248342|NP_001248341|NP_006391	-	-	-	-	-	-
2657692	1489680	57409	4383945	121511	SARS-CoV-1ab-nsp7ab	-	nsp7ab	MIF4GD	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	AD023|MIFD|SLIP1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	A9UHW6	-	NP_001229430|NP_001229429|NP_065730|NP_001229427	-	-	-	-	-	-
2657693	1489680	4705	4383949	110785	SARS-CoV-1ab-nsp12ab	-	nsp12ab	NDUFA10	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	CI-42KD|CI-42k	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	O95299	A0A024R4B3	NP_004535|NP_001308948|NP_001308949	-	-	-	-	-	-
2657694	1489680	128346	4383947	126110	SARS-CoV-1ab-nsp9ab	-	nsp9ab	C1orf162	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA	-	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q8NEQ5	-	NP_001287763|NP_001287764|NP_777556	-	-	-	-	-	-
2657695	1489680	710	4383940	107171	SARS-CoV-1ab-nsp2ab	-	nsp2ab	SERPING1	nsp2|sars1ab|orf1ab|SARS-CoV nsp2ab|SARS-CoV nsp2|SARS-CoV sars1ab|orf1ab-nsp2|orf1ab-nsp2ab|pp1ab|R1AB_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828851	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657696	1489674	79001	4383920	122472	SARS-CoV-7a	MSTP134	ORF7a	VKORC1	7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA	EDTP308|IMAGE3455200|MST134|MST576|VKCFD2|VKOR	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59635	-	NP_828857	Q9BQB6	-	NP_001298240|NP_076869|NP_996560	-	-	-	-	-	-
2657697	1489680	81887	4383939	123620	SARS-CoV-1ab-nsp1ab	RP3-475B7.2	nsp1ab	LAS1L	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|R1AB_CVHSA	Las1-like|dJ475B7.2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828860	Q9Y4W2	-	NP_112483|NP_001164120|NP_001164121	-	-	-	-	-	-
2657698	-	10540	4383925	115794	SARS-CoV-14	-	ORF14	DCTN2	14|ns14|SARS-CoV sars14|ORF14|SARS-CoV ORF14|Y14_CVHSA	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TLC7	-	-	Q13561	V9HW58	NP_001248342|NP_001248341|NP_006391	-	-	-	-	-	-
2657699	1489680	2280	4383943	108570	SARS-CoV-1ab-nsp5ab	RP11-314N13.2	nsp5ab	FKBP1A	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|R1AB_CVHSA	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828863	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	-	-	-	-	-	-
2657700	1489680	55506	4383946	120686	SARS-CoV-1ab-nsp8ab	RP11-367H5.3	nsp8ab	H2AFY2	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	macroH2A2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	Q9P0M6	A0A024QZP6	NP_061119	-	-	-	-	-	-
2657701	1489679	6224	4383924	112138	SARS-CoV-9b	-	ORF9b	RPS20	9b|ns9b|SARS-CoV sars9b|ORF9b|SARS-CoV ORF9b|ORF9B_CVHSA	S20	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59636	-	NP_828859	P60866	-	NP_001139699|NP_001014	-	-	-	-	-	-
2657702	1489680	11200	4383950	116369	SARS-CoV-1ab-nsp13ab	RP11-436C9.1	nsp13ab	CHEK2	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	CDS1|CHK2|HuCds1|LFS2|PP1425|RAD53|hCds1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	O96017	-	NP_665861|NP_009125|NP_001005735|NP_001244316	-	-	-	-	-	-
2657703	1489680	7013	4383946	112872	SARS-CoV-1ab-nsp8ab	-	nsp8ab	TERF1	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	P54274	-	NP_003209|NP_059523	-	-	-	-	-	-
2657704	1489680	3671	4383944	109878	SARS-CoV-1ab-nsp6ab	UNQ189/PRO215	nsp6ab	ISLR	nsp6|sars1ab|orf1ab|SARS-CoV nsp6ab|SARS-CoV nsp6|SARS-CoV sars1ab|orf1ab-nsp6|orf1ab-nsp6ab|pp1ab|R1AB_CVHSA	HsT17563	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828864	O14498	-	NP_958934|NP_005536	-	-	-	-	-	-
2657705	1489680	1155	4383949	107575	SARS-CoV-1ab-nsp12ab	-	nsp12ab	TBCB	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	CG22|CKAP1|CKAPI	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q99426	-	NP_001272|NP_001287900	-	-	-	-	-	-
2657706	1489680	4828	4383942	110892	SARS-CoV-1ab-nsp4ab	-	nsp4ab	NMB	nsp4|sars1ab|orf1ab|SARS-CoV nsp4ab|SARS-CoV nsp4|SARS-CoV sars1ab|orf1ab-nsp4|orf1ab-nsp4ab|pp1ab|R1AB_CVHSA	-	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_904322	P08949	-	NP_995580|NP_066563	-	-	-	-	-	-
2657707	1489680	81887	4383942	123620	SARS-CoV-1ab-nsp4ab	RP3-475B7.2	nsp4ab	LAS1L	nsp4|sars1ab|orf1ab|SARS-CoV nsp4ab|SARS-CoV nsp4|SARS-CoV sars1ab|orf1ab-nsp4|orf1ab-nsp4ab|pp1ab|R1AB_CVHSA	Las1-like|dJ475B7.2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_904322	Q9Y4W2	-	NP_112483|NP_001164120|NP_001164121	-	-	-	-	-	-
2657708	1489669	10540	4383917	115794	SARS-CoV-3a	-	ORF3a	DCTN2	3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59632	-	NP_828852	Q13561	V9HW58	NP_001248342|NP_001248341|NP_006391	-	-	-	-	-	-
2657709	1489680	4331	4383949	110474	SARS-CoV-1ab-nsp12ab	-	nsp12ab	MNAT1	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	CAP35|MAT1|RNF66|TFB3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	P51948	A0A024R669|A0A024R688	NP_001171434|NP_002422	-	-	-	-	-	-
2657710	1489680	8883	4383945	114402	SARS-CoV-1ab-nsp7ab	HPP1	nsp7ab	NAE1	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	A-116A10.1|APPBP1|ula-1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q13564	-	NP_001273429|NP_003896|NP_001018169|NP_001018170	-	-	-	-	-	-
2657711	1489680	3223	4383949	109463	SARS-CoV-1ab-nsp12ab	-	nsp12ab	HOXC6	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	CP25|HHO.C8|HOX3|HOX3C	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	P09630	-	NP_004494|NP_710160	-	-	-	-	-	-
2657712	1489669	7531	4383917	113363	SARS-CoV-3a	-	ORF3a	YWHAE	3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA	14-3-3E|HEL2|KCIP-1|MDCR|MDS	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59632	-	NP_828852	P62258	V9HW98	NP_006752	-	-	-	-	-	-
2657713	1489680	710	4383946	107171	SARS-CoV-1ab-nsp8ab	-	nsp8ab	SERPING1	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657714	1489680	710	4383950	107171	SARS-CoV-1ab-nsp13ab	-	nsp13ab	SERPING1	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657715	1489680	51177	4383945	119355	SARS-CoV-1ab-nsp7ab	RP11-458I7.3	nsp7ab	PLEKHO1	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	CKIP-1|OC120	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q53GL0	-	NP_057358|NP_001291653|NP_001291652|NP_001291651	-	-	-	-	-	-
2657716	1489680	5478	4383950	111474	SARS-CoV-1ab-nsp13ab	-	nsp13ab	PPIA	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	CYPA|CYPH|HEL-S-69p	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	P62937	V9HWF5	NP_066953|NP_001287910	-	-	-	-	-	-
2657717	1489680	10443	4383943	115708	SARS-CoV-1ab-nsp5ab	RP11-298P3.3	nsp5ab	N4BP2L2	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|R1AB_CVHSA	92M18.3|CG005|PFAAP5	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828863	Q92802	Q9Y3H6|A0A024RDV2|B4DPY1	NP_055702|NP_001265361|NP_001307765|NP_149102	-	-	-	-	-	-
2657718	1489680	7507	4383943	113344	SARS-CoV-1ab-nsp5ab	RP11-244N9.4	nsp5ab	XPA	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|R1AB_CVHSA	XP1|XPAC	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828863	P23025	-	NP_000371	-	-	-	-	-	-
2657719	1489680	1975	4383946	108291	SARS-CoV-1ab-nsp8ab	-	nsp8ab	EIF4B	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	EIF-4B|PRO1843	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	Severe acute respiratory syndrome-related coronavirus	9606	Homo sapiens	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	P23588	E7EX17|B4DRM3|Q7Z5Y0	NP_001287750|NP_001408|NP_001317583	-	-	-	-	-	-
